Hospital Name,Address,CITY,STATE,PIN CODE,PPN / NON PPN
Medipark Hospital,"44,Patliputra Colony, Patna-800013Near patliputra Golumber",PATNA,BIHAR,800013,NON PPN
Sree Lekha Hospital,"H.No.11-1-138,139,140 Near Bhakta Ramadasu Kalakshetram, Sri Ram Nagar,
Khammam-nil",HYDERABAD,TELANGANA,507002,NON PPN
Dr Chaudhary Hospital And Research Centre Pvt Ltd,"473, Sec-4, Hiran Magri,Udaipur-313002Narayan Sewa Sansthan Road",UDAIPUR,RAJASTHAN,313002,NON PPN
Anand Eye Institute,"7-147/1, Nagendra Nagar Colony, Habsiguda, nil",HYDERABAD,TELANGANA,500007,PPN
Shree Retina Care,"HIG-28, Main Road,Above Laxmi Medical hall,Shankar NagarNear VLCC",RAIPUR,CHATTISGARH,492007,NON PPN
"American Oncology Institute - Unit of Cancer Treatment
Services Hyderabad Pvt Ltd","C-1/1, MIDC Hingna, Opp. MIA Center for Sports & RecreationAmerican Oncology
Institute At Nangia Speciality Hospital",NAGPUR,MAHARASHTRA,440028,NON PPN
Swastik Eye Hospital,"No.76, Vani Vilas Road, Basavanagudinil",BANGALORE,KARNATAKA,560004,PPN
Hamilton Bailey Hospital,"No.12,13,14,24th Main RoadNear power station,Hse layout 2nd sec",BANGALORE,KARNATAKA,560102,NON PPN
Contacare Eye Hospital,"Hariniwas Circle, Next to Giriraj Heightsnil",THANE,MAHARASHTRA,400602,PPN
Sri Ramakrishna Nursing Home,"757/35,8th main , P.J. ExtensionBehind Charch",DAVANGERE,KARNATAKA,577002,NON PPN
Krishna Eye Foundation,"No 5, P R Sundharam Street, Sentil Kumar Textile Opp. RoadDharmapuri",DHARMAPURI,TAMILNADU,636701,PPN
HM Diwan Eye Foundation,"58, Bankim Mukherjee Sarani, Block C, New Alipore, nil",KOLKATA,WEST BENGAL,700053,PPN
Shivam Super Speciality Hospital,"268,Sec-26,Adjoining with bhartiya vidya bhawan school,Pratap NagarNear NRI
Circle",JAIPUR,RAJASTHAN,302033,NON PPN
Acharya Shri Nanesh Hospital,"Plot NO.34-37, Sector 8-A, Artist Village, CBD Belapur, Navi Mumbainil",NAVI MUMBAI,MAHARASHTRA,400614,PPN
Advanced Multispeciality Hospital,"CMPH Campus, Nattkar Gadkari Marg,, Opp Amar Juice Center-Vile Parelnil",MUMBAI,MAHARASHTRA,400056,PPN
Swami Krupa Hospital,"Plot No.159, Sector 14, Kamothe, Navi Mumbainil",NAVI MUMBAI,MAHARASHTRA,410209,PPN
Swayam Hospitals,"Tiara Commercial Complex, Ground Floor, Pokhran Road No. 2, Vasant Vihar, Thane
(West)nil",THANE,MAHARASHTRA,400610,PPN
Eye Max Hospital,"104, Neelkant Plaza, Opp Dmart, Sector 40, Nerul Seawoods, Navi Mumbainil",NAVI MUMBAI,MAHARASHTRA,400706,PPN
Ortho Centre Hospital,"Ananya, First floor, Gantali Devi Road, Naupada, Near Ghantali Devi mandir Road,
Thane -Westnil",THANE,MAHARASHTRA,400602,PPN
Kelshikar Hospital,"4th Floor beauty aracde , Opp Pratap Cienma Khopat- Thane westnil",THANE,MAHARASHTRA,400601,PPN
Spandan Hospital & ICU,"Priyadarshani CHS, Fist floor, Above Allhabad bank, phule road, Dombivali
(w)Dombivali",THANE,MAHARASHTRA,421202,PPN
New Bombay Hospital,"First floor-B-Wing, Mahavir Plaza, Sector 19, Near Gaidevi Maidan, Airolinil",NAVI MUMBAI,MAHARASHTRA,400708,PPN
Shree Ganesh Nursing Home,"FF 001,Ship India, Vishwa Ganga Building , Bhagwati Hospital lane -Borivali Westnil",MUMBAI,MAHARASHTRA,400103,PPN
Shivneri Hospital And Advanced Urology Center,"Near Vandana Cinema, Opp S.T.Mahamandal Depot, Panchpakhadi",THANE,MAHARASHTRA,400601,PPN
Shushrusha Suman Ramesh Tulani Hospital,"Plot No.356/A/2, Lt.Atamram Surve Marg, Vikhroili -Eastnil",MUMBAI,MAHARASHTRA,400083,PPN
Matrix Multispeciality Hospital,"Opp Andher Bank, Near Ambedkar Chowk, TV Tower, Badlapur -East Badlapur",THANE,MAHARASHTRA,421503,PPN
Ashwini Hospital,"4/17-2, Iyer Bungalow Road,Moondrumavadi,K.pudur",MADURAI,TAMILNADU,625007,NON PPN
Cure It Hospital Pvt Ltd,"Dighore Square,Ring Road,NagpurNear Pathan Petrol Pump",NAGPUR,MAHARASHTRA,440024,NON PPN
Surya Mother And Child Care Jaipur Pvt Ltd,"B-7, Sawai Ram Singh Road, Tank Road,C-Scheme,JaipurOpp SMS Hospital",JAIPUR,RAJASTHAN,302001,PPN
Geo Hospital,"Plot No 3, Madhu Vihar, Opp Mayur Vihar Phase 3, Khora Colony",GHAZIABAD,UTTAR PRADESH,201019,PPN
Sangeetha Hospital,"17, Vidyanagar Road No.1,Pothireddy pally-X Road-5Tesla Diagnostics Back Side",HYDERABAD,TELANGANA,502001,NON PPN
Centre For Sight (Jindal Heights),"Vikram Tower,1st Floor,Jindal Heights,Indorenil",INDORE,MADHYA PRADESH,452001,NON PPN
Jeevan Hospital,"8-4-21-5, Beside Mega Function Hall, Pavan Puri Colony, Karmanghat, Sagar Road,",HYDERABAD,TELANGANA,500079,PPN
GNRC Hospital Six Mile,"Six Mile, Kamrup,nil",GUWAHATI,ASSAM,781002,NON PPN
Satyam Hospital,"Plot No 173, Gali No 3, Near Hanuman Mandir, Madanpuri",GURUGRAM,HARYANA,122006,PPN
Agrawal Heart & General Hospital,"H-1-58, Old RIICO, Link Road, Bagru",JAIPUR,RAJASTHAN,303007,NON PPN
A C Hospital,"104, 2nd Agraharam,Pattai Kovilnil",SALEM,TAMILNADU,636001,NON PPN
Janani Hospitals,"17-2-626/1, Madannapet Main Road,Saidabad,Opp. Success School",HYDERABAD,TELANGANA,50059,NON PPN
Jeevan Raksha Hospital,"A-156, Opp.SBI Bank,Sardul Ganj,nil",BIKANER,RAJASTHAN,334003,NON PPN
Ayursundra Super Specialty Hospital,"Bhabanand Boro Path, Opposite DPS School Ahom Gaon, ISBT Road, Garchuk",GUWAHATI,ASSAM,781035,NON PPN
Manisha Universal Multispeciality Hospital,"2nd Floor, Manisha heights, Vaishali Nagar,Near Hp petrol Pump, Mulund West,",MUMBAI,MAHARASHTRA,400080,PPN
Radhakrishana Criticalcare And General Hospital,"1-C-12, Sheela Choudhary Road,SFS Talwandi",KOTA,RAJASTHAN,324005,NON PPN
Apollo Reach Hospital,"Madurai Main Road,Managiri,KaraikudiNear CPS School",KARAIKUDI,TAMILNADU,630307,NON PPN
Super Nova Care Home,"122A,Hemchandra Naskar Road,nil",KOLKATA,WEST BENGAL,700054,PPN
Seema Institute Of Health Care,"31/5,Kalabagan Lane,nil",HOWRAH,WEST BENGAL,711104,NON PPN
Indus Jaipur Hospital,"Sec-5,B-Block,Shipra Path,Mansarover,Near Technology Park",JAIPUR,RAJASTHAN,302020,PPN
Ushodaya Hospitals,"8-2-157/1, Shodan Paints Complex,Wyra Road,Khammam",HYDERABAD,TELANGANA,507001,NON PPN
Viswas Multispeciality Hospital,"8-2-77/1, Karmanghat,Champapet,Near Hanuman Temple",HYDERABAD,TELANGANA,500059,NON PPN
Global Multispeciality Hospital,"Stanley Regency,Kanakia Beverly Park,Mira roadNear Cinemax",THANE,MAHARASHTRA,401107,PPN
Deepthi Hospital,"31-A,Mohanur Road,Near Telephone Exchange",NAMAKKAL,TAMILNADU,637001,NON PPN
Cimar Cochin Hospital,"NH 17, Thukkavu Bus stop, Chedanallore,Edappally",ERNAKULAM,KERALA,682034,NON PPN
The Voluntary Health Services,"IT corridor, TTTI post, Rajiv Gandhi Salai, Taramani,Adyar,Near Madya Kailash",CHENNAI,TAMILNADU,600113,PPN
Kapil Hospital,"A-1, Shastri Park, Nathupura Morh, Burari",NEW DELHI,DELHI,110084,PPN
LJ Eye Institute,"251, Model Town, Gurudwara Road, nil",AMBALA,HARYANA,134003,PPN
City Neuro Centre,"29-14-41/1, Kaleswara Rao Road, Near Puspha Hotel, Suryaraopet",VIJAYWADA,ANDHRA PRADESH,520002,NON PPN
Shanti Hospital Mother Child Ans Multispeciality,"C-44,45, Shreenath Puramnil",KOTA,RAJASTHAN,324010,NON PPN
Yadav Hospital,"7-A-4,Mahaveer Nagar,Near Teen Batti Circle,",KOTA,RAJASTHAN,324009,NON PPN
R And R Multispeciality Hospital,"23,Churu Road,Near Bandhe ka Balaji,",JHUNJHUNU,RAJASTHAN,333001,NON PPN
Medanta S N Superspeciality Hospital Pvt Ltd,"2ML, Suratgarh-hanumangarh Bypass,Via-Chahal Chowk","SRIGANGANAG
AR",RAJASTHAN,335001,NON PPN
Ojas Super Specialty Hospital,"H1, Sector 26, Panchkula Extension",PANCHKULA,HARYANA,134116,PPN
Global Hospital A Unit of Sood Hospital Pvt Ltd,"10 Link Road,Model Town,Jalandhar",JALANDHAR,PUNJAB,144003,PPN
Siddhi Vinayak Hospital,"BA 365, Sec-6,Jhadav Nursery,nil",UDAIPUR,RAJASTHAN,313002,NON PPN
Sparsh Hospital,"Banglore Manglore Road,Near Bhana Theatre,nil",HASSAN,KARNATAKA,573201,NON PPN
Craft Hospital And Research Centre,"Chandapura,Kodungallur,Thrissur,nil",TRICHUR,KERALA,680664,NON PPN
Baine Hospital,"123/1,Gopal Lal Tagore Road,nil",KOLKATA,WEST BENGAL,700035,PPN
RBM Hospital,"1-10/5, Bommak Brothers Colony,Boduppal,Near B.R. ambedkar Statue",HYDERABAD,TELANGANA,500092,NON PPN
Preethi hospitals P Ltd,"50-Melur Main Road, Uthangudi,nil",MADURAI,TAMILNADU,625107,NON PPN
Kinker Hospital And Research Centre,"6-A, Talwandi,nil",KOTA,RAJASTHAN,324005,NON PPN
"Shri Ram Super Speciality Surgical Centre Pvt
Ltd(Mahamandir Branch)","1-1A , OPPOSIT MAHAMANDIR RAILWAY STATION , MAIN MANDORE ROAD,nil",JODHPUR,RAJASTHAN,342006,NON PPN
"Shri Ram Super Speciality Surgical Centre Pvt Ltd(Bikaner
Branch)","Opp. PBM Child Hospital,nil",BIKANER,RAJASTHAN,334001,NON PPN
"Shri Ram Super Speciality Surgical Centre Pvt Ltd (Banar
Branch)","Plot No.3,Near Vidhya Public School,Banar Road,Near Hotel Ummed Heritage,",JODHPUR,RAJASTHAN,342027,NON PPN
Ravindra Hospital,"Near Railway Station,Sikar Road,Nil",JHUNJHUNU,RAJASTHAN,333001,NON PPN
Thar Hospital And Multispeciality Centre,"On NH 15,Near kailash hotel,barmer",BARMER,RAJASTHAN,344001,NON PPN
Oxford Hospital,"Sagira Circle,Churu-Bypass Road,nil",JHUNJHUNU,RAJASTHAN,333001,NON PPN
Saroya Eye Hospital,"Saroya Campus, Chhavani Road, Gumanpura",KOTA,RAJASTHAN,324005,NON PPN
Sundari Maternity and General Hospital,"8-84,Temple Alwal Road,Alwalnil","SECUNDERABA
D",TELANGANA,500010,PPN
Shri Mahant Indiresh Hospital,"Patel Nagar, Near BSNL Office",DEHRADUN,UTTARAKHAND,248001,NON PPN
Parkview Super Speciality Hospital,"HB 36-A/4, Sec-III,Salt Lakenil",KOLKATA,WEST BENGAL,700106,PPN
Surat Institute Of Digestive Sciences LLP,"Gate-3,Vijay Nagar Society,Opp Gandhi Collage,Majura gate,",SURAT,GUJARAT,395001,NON PPN
Mansarovar Care Hospital,"No.7,Crossing kalpana nagar,Morar,Infront of Circut House",GWALIOR,MADHYA PRADESH,474006,NON PPN
Dr Vijay ENT hospital,"Saint Stephen Circle,Makarwali Road,Vaishali Nagar,nil",AJMER,RAJASTHAN,305004,NON PPN
Siddhi Vinayak Hospital (Kota),"103, Samridhi Nagar,Borkhera, Baran Road,nil",KOTA,RAJASTHAN,324001,NON PPN
Maxwell Hospital,"Subhash Nagar Shoping Center,Main Jhotwara Road,Near Peetal Factory,Opp.
Khandaka Marriage Garden,",JAIPUR,RAJASTHAN,302016,PPN
SB Eye Care Hospital,"Anmol Nagar,Old Tanda Road,Tanda Byepass,Near Amber Residency Hotel,",HOSHIARPUR,PUNJAB,146001,NON PPN
Maax Life Multispeciality Hospitals,"Plot No A/529, Opp Mega Function Hall, Karmanghat",HYDERABAD,TELANGANA,500035,PPN
Avani Eye Hospital,"11-13-123/1, Plot No.14, Alkapuri Main Road,Saroor Nagar,Behind sai baba temple,",HYDERABAD,TELANGANA,500035,PPN
Nahar hospital,"Near Kirti Stambh Temple,Gayatri mandir Road,Bhinmal,Jalore",BHINMAL,RAJASTHAN,343029,NON PPN
Brijesh Banger Memorial Hospital,"Behind Rajiv Gandhi Auditorium, R C Vyas Colony",BHILWARA,RAJASTHAN,311001,NON PPN
Maharaja Agrasen Superspeciality Hospital,"Central Spine,Sec-7,Vidhyadhar Nagar,Agrasen Aspatal Marg,",JAIPUR,RAJASTHAN,302039,PPN
Star Kims Hospital,"D6,6Th Cross,West Extension,Thillai Nagar,Tiruchirappalli",TRICHY,TAMILNADU,620018,NON PPN
Kothari Eye Care Centre,"C-286, Pradhan Marg,Malviya Nagar,nil",JAIPUR,RAJASTHAN,302017,NON PPN
"Apoorva Hospital And Diagnostic Centre Unit of Vittals
Medicare Pvt Ltd","548/1, CMH Road,1st Stage, Indiranagar",BANGALORE,KARNATAKA,560038,PPN
Citi Neuro Centre Hospital,"MLA Colony, Road No - 12, Banjara Hills, nil",HYDERABAD,TELANGANA,500034,PPN
Kashiben Mangaldas Trust,"1st Floor,harihar niwas, Santacruz,Besant Street,",MUMBAI,MAHARASHTRA,400054,PPN
Shubhodaya hospital,"No.26, Dr. Rajkumar Road, Sri Siddivinayaka Block,Teachers layout,Near RTO No-55",MYSORE,KARNATAKA,570011,NON PPN
Dr Kodkany Eye Centre,"1st Floor, herwadkar Mansion,Above mahila vastu Bhandar,Maruti galli,",BELGUAM,KARNATAKA,590001,NON PPN
Sai Preet Bhalke Vydehi Hospital,"8-10-347/1/2, Near Central Bus stand, Devi Colony,Bidar,Opp. Bus Depot-No.2",BIDAR,KARNATAKA,585401,NON PPN
Mother Vannini Hospital,"1-47-62/1, kadakatla,West Godavari,K.N. Road","TADEPALLIGUD
EM",ANDHRA PRADESH,534101,NON PPN
Uma Eye Clinic,"182, Plot No. 995,`O` Block, IInd Avenue, Anna Nagar, Ranganathan Garden,Opp
Hot Chips Resturant,",CHENNAI,TAMILNADU,600040,PPN
Lisie Hospital,"3053,Lissie Junction, Ernakulam North,nil",KOCHI,KERALA,682018,NON PPN
Vasan Eye Care (Singanallur),"1&2, Aerodrome Road,Trichy Main Road, CoimbatoreSinganallur",COIMBATORE,TAMILNADU,641005,NON PPN
Vasan Eye Care (Pudukkottai),"806, Brindavn Corner, Kelarajavethi,nil",PUDUKKOTTAI,TAMILNADU,622001,NON PPN
Ruby Hospital & Critical Care,"5, Mahesh Marg, Behind Bahinabai Garden,",JALGAON,MAHARASHTRA,425001,NON PPN
Dr Rex S Hospital,"37, Millers Road, Kilpauk,nil",CHENNAI,TAMILNADU,600010,NON PPN
Aggarwal Liver And Gut Super Speciality Hospital,"275-276, J P Nagar,BSNL Telephone Exchange",JALANDHAR,PUNJAB,144002,PPN
DM Hospital,"113, James Long Sarani, ,Thakurpukur",KOLKATA,WEST BENGAL,700063,PPN
Joint And Bone Care Hospital,"DD 35, Sec 1, Salt Lake City",KOLKATA,WEST BENGAL,700064,PPN
Jagdamba Eye Hospital,"A7-A, Bhagat Singh Colony,Dist.AlwarNear Harish Bakery,Bhiwadi",BHIWARI,RAJASTHAN,301019,NON PPN
Sukrutha Hospital,"20, 2nd Block,Manjunath Nagar,Beside Sree Gurukula School,",TUMKUR,KARNATAKA,572103,NON PPN
Holy Cross Hospital,"Jyothi Nagar, KM Road, Chikkamagaluru,Housing Board","CHIKMAGALAU
R",KARNATAKA,577102,NON PPN
Sanjeevini Hospital,"SIC & SID, S. Nijalingappa Layout, Near Ring Road,",DAVANGERE,KARNATAKA,577004,NON PPN
Shree Aggarsain International Hospital,"Sec-22, Begumpur, Rohini",DELHI,DELHI,110086,PPN
KG Hospital,"No.5, Govt Arts College Road,Near KG Cinema",COIMBATORE,TAMILNADU,641018,PPN
KS Eye Hospital,"70, Annamalai Layout, Near Bus stand,Opp. To Royal Theatre,",ERODE,TAMILNADU,638011,NON PPN
Eka Hospital,"75/6, Brindavan Road, Opp. New Bus Stand Fairlands,nil",SALEM,TAMILNADU,636004,PPN
New United Nursing Home,"230, DCR Road,Narkeltala , Chhobighar,Chandannagar,",HOOGLI,WEST BENGAL,712136,NON PPN
Sri Krishna Eye Institute,"27-1-8, Juvvalapalem Road, West Godawari,Opp. Annanda Inn.",BHIMAVARAM,ANDHRA PRADESH,534202,NON PPN
Soni Devi Memorial Hospital,"Near ASP Office, Neemrana,Alwarnil",ALWAR,RAJASTHAN,301705,NON PPN
Pratibha Super Speciality Hospital,"5-677/1, Pragatri Nagar, NizamabadJoyalukkas Buliding",Nizamabad,TELANGANA,503003,NON PPN
Kasaragod Institute Of Medical Sciences(KIMS),"Ashwini Nagar, nil",KASARGOD,KERALA,671121,NON PPN
Sri Saipatham Hospitals,"16-2-113, Raghava Cine Complex Road, Pogathota,nil",NELLORE,ANDHRA PRADESH,524001,NON PPN
Anjuman Hospital,"Near Bijli Board, Tizara, Tapukara",ALWAR,RAJASTHAN,301707,NON PPN
Sri Jagdamba Charitable Eye Hospital,"Andhvidhalaya Campus, Hanumangarh Road,nil","SRIGANGANAG
AR",RAJASTHAN,335001,NON PPN
Adhithya Nursing Home,"15, Sendamangalam Road,Near Nilgris Super Market,",NAMAKKAL,TAMILNADU,637001,NON PPN
Kathir Eye Hospital,"14/1, Kokkarayan Pettai Road, Valaraigate,Thiruchengode,Near SBI Atm",NAMAKKAL,TAMILNADU,637211,PPN
Dr Kamdar Eye Hospital,"123, 2nd Polo, Karni Marg, Paota.Opp. Ship House",JODHPUR,RAJASTHAN,342006,NON PPN
Eye Nova Hospital,"Stadium Road, DelapeerEkta Nagar, Bareilly Uttar Pradesh",BAREILLY,UTTAR PRADESH,243122,NON PPN
Asmi Eye Foundation,"204(172), Kali Temple Road,Nimta",KOLKATA,WEST BENGAL,700049,PPN
Nayan Jyoti Eye Care Centre,"9, Jessore Road,Kajipara, Nagerbazar,North 24 Parganas,",KOLKATA,WEST BENGAL,700074,PPN
Life Care Hospital,"Near Railway Station Road, NH - 2, Delhi Mathura Highway, Hodal",PALWAL,HARYANA,121106,NON PPN
Sanjeevini Speciality Hospital,"Shirur Park, Vidyanagar,Dist. Dharwad,Near Corporation Bank,",HUBLI,KARNATAKA,580031,NON PPN
ASPN Eye Hospital,"C-524, LIc Road, Azad Nagar,Opp. LIC Office",BHILWARA,RAJASTHAN,311001,NON PPN
Yashorahi Multispeciality Hospital,"Shivkamal Prestige, Dangat Vasti,Shivane,",PUNE,MAHARASHTRA,411023,PPN
Agrawal Hospital,"Park Plaza City,TonkS.M. Road,",TONK,RAJASTHAN,304001,NON PPN
Sihag Healthcare Foundation,"2A, 18-19 Gagan Path, Jawahar Nagar,Near Bihani Children Academy,","SRIGANGANAG
AR",RAJASTHAN,335001,NON PPN
Mishri Devi Eye Hospital,"Plot No. HOS-1, RIICO Industrial Area, Neemrana",ALWAR,RAJASTHAN,301705,NON PPN
Jai Clinic And Nursing Home,"Hospital Road,Dist.Ajmer,Near AK Hospital, Beawar",AJMER,RAJASTHAN,305901,NON PPN
JR Hospital,"NH 7, Block B, Beta 1","GREATER
NOIDA",UTTAR PRADESH,201310,PPN
Apex Hospital,"13/12 PAWAR NAGAR THERGAON NR RHYTHM SOCIETY,Thergaon",PUNE,MAHARASHTRA,411033,PPN
Saideep Healthcare And Research Pvt Ltd,"Viraj Estate, Behind Yashwant Colony, Near DSP Chowk, Tarakpur",AHMEDNAGAR,MAHARASHTRA,414001,PPN
Aarthy Eye Hospital,"ngunthapuram Main Road,16, senil",KARUR,TAMILNADU,639002,NON PPN
Preksha Hospital,"4, Main Pal Road, nil",JODHPUR,RAJASTHAN,342008,NON PPN
Garg Hospital And Research Centre,"Bheru Darwaza,nil","SAWAI
MADHOPUR",RAJASTHAN,322001,NON PPN
Agraseni Hospital,"46, 1 BK ST, Sapathagiri Nagar, Near Ayyappa Temple",KURNOOL,ANDHRA PRADESH,518002,NON PPN
IVY Hospital,"MDC Sector -5 Panchkula,nil",PANCHKULA,HARYANA,134114,PPN
New Shadow Hospital,"5-34, Anajpur Road, Abdullapurmet,Dist. Rangareddy",HYDERABAD,TELANGANA,501505,NON PPN
City Hospital,"MG Road, Padma Junction,Kochi,nil",ERNAKULAM,KERALA,682035,NON PPN
Shree Ramakrishna Netralaya,"Unit 1-4, Dosti Imperia Shopee, Opp R-Mall, Manpada, G.B.Road",THANE,MAHARASHTRA,400607,PPN
SRV Mamta Hospital,"P-43, Phase -2, Next to ICICI Bank, MIDC, Dombivali (East)nil",THANE,MAHARASHTRA,421303,PPN
Manasvi Spine and Ortho Care,"First floor, Sai Plaza, Near Tilak Post office , Dr.R.p.Road, Dombivali (East)Dombivali",THANE,MAHARASHTRA,421201,PPN
Meher Ambe Nursing Home,"Raj Sneha Building, S.N.Road, Opp Ration Office, Mulund West",MUMBAI,MAHARASHTRA,400080,PPN
Vedant Multispeciality Hospital,"1st floor, Safal Shopping center NNP, film city road, Goregaon east",MUMBAI,MAHARASHTRA,400097,PPN
Mehta Hospital and fertility Center,"Rushabh Plaza, B-wing, Pleasant Park, near brand Factory ,Mira Road (East)",THANE,MAHARASHTRA,401107,PPN
Badar Multispeciality Hospital,"339, Nesco House, Nawayat Nagar, Near Burhan Chowk, Nalasopara West,Palghar",THANE,MAHARASHTRA,401203,PPN
Janseva Healthcare,"Dattani Prism-1, Behind Dattani Mall, Papdi Vasai -west Palghar",MUMBAI,MAHARASHTRA,401207,PPN
Nandi Hospital,"1st Cross, K.R. Extn,Near Bhadramma Circle,",TUMKUR,KARNATAKA,572102,NON PPN
Manjunatha Hospital,"Shankarmutt Road,K.R.Puram, Opp. SRS School",HASSAN,KARNATAKA,573201,NON PPN
Madilu Hospital,"4th Cross, Shankarapuram, Opp NEPS Police Station,Near Pruthvi Hotel",TUMKUR,KARNATAKA,572102,NON PPN
Adinath Ent & General Hospital,"B-102a, Udai Marg, Tilak Nagar, Raja park,Behind LBS College,",JAIPUR,RAJASTHAN,302004,PPN
Apex Superspeciality Hospitals Pvt Ltd,"L T Road, Babhai Naka, Besides Babhai Fish Market, Borivali West,nil",MUMBAI,MAHARASHTRA,400091,PPN
East Coast Hospital,"No 1, Paris Nagar,Moolakulam,Next to Vasantharaja Theater,",PONDICHERRY,PONDICHERRY,605010,NON PPN
Saralaya Hospital,"3/1/B, Saralaya Layout, Shree Krishna Gardens, Kattigenahalli, Bagalur Main Road,
Yelahanka",BANGALORE,KARNATAKA,560064,PPN
I Create Hospital,"A-3/24,3rd Floor,Janakpuri,nil",NEW DELHI,DELHI,110058,PPN
Central United Hospital,"3rd and 4th floor , Mangalam Arcade , Odhav Talav BRTS Bus Stop , Odhav,nil",AHMEDABAD,GUJARAT,382415,PPN
"Shri Kanha Ram saharan Memorial Trauma And
Multispeciality Hospital","Near MGM Govt Hospital,Hanumangarh Dist.","HANUMANGA
RH JN",RAJASTHAN,335513,NON PPN
Global Care Hospital,"3/4 A(1), Polo First, Fort Road,Paota,Near Ship House,",JODHPUR,RAJASTHAN,342001,NON PPN
Gurukripa Hospital,"Gurukripa Circle, Jyoti Nagar,Piprali Road,nil",SIKAR,RAJASTHAN,332001,NON PPN
Vijayalakshme Eye Hospital,"Uyyakondan Thirumalai,Vayalur Main Road,Near Vyyakondan Bridge,",TRICHY,TAMILNADU,620102,NON PPN
Kandoi Hospital,"98-99, Mohru Vihar,Mukundpura Road,Bhankrota,Ajmer Road,Radhika garden,",JAIPUR,RAJASTHAN,802026,PPN
Rajan Hospital,"155-C, East Veli Street,Near Syndicate Bank",MADURAI,TAMILNADU,625001,NON PPN
Vivanta Hospital,"JP Residency, Chincholl Bunder Rd., Malad (West) Mumbainil",MUMBAI,MAHARASHTRA,400064,PPN
Sai Fertility Centre And Hospital,"No.43, Old No.21, Devarajanar Street,Vedachala Nagar,Dist.kanchipuram,opp To
State Bank Of India","CHENGALPATT
U",TAMILNADU,603001,NON PPN
Aarogya hospital,"8-11-57/1,Near KEB Road,Near Forest Office Bidar,",BIDAR,KARNATAKA,585401,NON PPN
Sanjeevini Cooperative Hospital,"5th Cross,Shankar Mutt Road,KR Puram,nil",HASSAN,KARNATAKA,573201,NON PPN
Contacare Eye Hospital(Jodhpur),"Uttasav Plaza,Plot No.980, Geeta bhawan Road,Near 5th Road Circle.",JODHPUR,RAJASTHAN,343001,NON PPN
Contacare Eye Hospital(Jaipur),"C 23 A SHAKUN EMPORIA ASHOK MARG C SCHEME,nil",JAIPUR,RAJASTHAN,302001,NON PPN
Contacare Eye Hospital(Surat),"SAMAY SAR BUILDING NEAR WHITE HOUSE OPP SHARDA HOSPITAL MAJURA
GATE,nil",SURAT,GUJARAT,395003,NON PPN
Contacare Eye Hospital(Udaipur),38 ASHOK NAGAR MAIN ROAD UDAIPURnil,UDAIPUR,RAJASTHAN,313001,NON PPN
Contacare Eye Hospital(Jabalpur),"811 , Napier Town , Jabalpur,nil",JABALPUR,MADHYA PRADESH,482001,NON PPN
Contacare Eye Hospital(Kanpur),"1 , 2, 3, SOM BUSINESS SQUARE NARORIA CHAURAHA MALL ROAD,nil",KANPUR,UTTAR PRADESH,208001,NON PPN
Abhayahasta Multispeciality Hospital,"347/247,2nd Cross, Kaggadasapura Main Road, C.V. Raman Nagar,nil",BANGALORE,KARNATAKA,560093,PPN
Jagmohan Multispeciality Hospital,"E -10, Rameshwar Park, Khajuri Pushta Road,nil",GHAZIABAD,UTTAR PRADESH,201102,PPN
Contacare Eye Hospital(Lucknow),"146 BESIDE SPENCER MARKET INDIRA NAGAR FAIZABAD ROAD,nil",LUCKNOW,UTTAR PRADESH,226016,NON PPN
Contacare Eye Hospital(Ranchi),SALUJA TOWER PEE PEE COMPOUNDNEAR SUJATA CHOWKnil,RANCHI,JHARKHAND,834001,NON PPN
Contacare Eye Hospital(Raipur),"NEAR MANDI GATE LODHIPARA CHOWK PANDARI TARAI,nil",RAIPUR,CHATTISGARH,492003,NON PPN
Contacare Eye Hospital(Patna),"Rupam Tower , Near Tiwari & Bechar Petrol Pump , Kankarbagh Main Road,Lohia
Nagar",PATNA,BIHAR,800020,NON PPN
Contacare Eye Hospital(Indore),"19 Diamond colony,New Palasiya,Nr Janjirwala Cross Road,",INDORE,MADHYA PRADESH,452001,NON PPN
Contacare Eye Hospital(Chhindwara),"MS TOWER NEAR PATNI PETROL PUMP OPPOSITE BIG CINEMA STATION ROAD,nil",CHHINDWARA,MADHYA PRADESH,480001,NON PPN
Contacare Eye Hospital(Aurangabad),"Opp.2nd Floor,Sagar Trade Center, Jalana Road, Maharashtra State Highway 30,
Kailash Nagar,nil",AURANGABAD,MAHARASHTRA,431001,NON PPN
